Text,Text_length,token_length
franchement chapeau pour ce que vous faites allah yatikom saa vous nous faites decouvrir notre pays a travers votre chaine et zidelha bonus ta lhumour tatel b dahk merci et bonne continuation ,192,47
Tbarak Allah tu as beaucoup de mérite mon frère ,48,13
Bon courage c mon quartier c très beau  Ain taya macho ,55,15
Faudrait penser a continuer a nous faire des vidéos car une fois par an cest peu  Vous êtes au top bonne continuation ,118,27
Kev dogidog faut pas dire ça il se ferai assassiné comme coluche ,65,20
Imagine un jour taura peut être ans alors que tu sera pas forcément beaucoup plus utile  on appelle ça le temps qui passe ,122,27
Swileh you are the best actor ,30,10
A ses jeunes algériens et a l Algérie ,38,13
Bladi nmot aliha wnhab Ali yhabha ,34,15
Thank you my friend There are  other episodes of this series that you can catch on my channel  based in Kanha Satpura and Bandhavgarh National Park I have other series as well that you can watch at leisure  ,207,46
 bonne continuation kho t le meilleur ,38,8
Anes Tina hh mazalni nchof fih ,31,14
chof mes video w dirli abonner svp ,35,13
Iver day risala and biyfol from england Algeria biofuel ,56,14
Djawed mon ami j espère que tu va bien est en bon santé constantin capitale de la culture arabe  Est certa cest quoi  Merci ,124,32
Jai pas lhabitude de commentermais franchement mon frère bravo très professionnel bonne continuation ,101,18
Very good work and good photography Do visit kanha and bandhavgarh also ,72,17
merci bcp lah yjazik khouya rabi ykatar mel mtalkom ,52,22
Presque  h du soir tu te mets en pyjama et dun coup dans ta tête ça va non ya rien de bizarre la taurine coule à flot en boucle WTF ,132,37
Mr Lawrence i love your content and the stories you tell keep up the good work ,79,18
Ana because of you PTDRR meilleur épisode hahahaha ,51,14
Avant mnshof la vidéo je sais bli hayla  Et voilà yatik saha ,61,19
Im speechless Im impressed our beautiful Algeria,48,8
 Alright  Before cutting the cluster the cutter ties it with a long rope,72,15
Its  in the morning just stop yawning,37,9
yatikom saa baraka allahou fikom mrc ,37,14
 Merci davoir pris le temps de regarder des épisodes lourds dont à venir après le Ramadan inshallah  ,101,24
Incroiyable si la realite se qui se passe aujourdhui inchallah systems degage ,78,21
La meilleur série ta Ramdan farhatni w tala el moral bzff ,58,18
Je pense que il ya beaucoup comme moi ou il sont de bonnes idées et même plusieurs cest juste la façon de comment la réalisé qui est un peu délicat ,148,33
   on est pas beaucoup mais on est là  XD ,42,16
Great work Khabib keep it uplots of love from Palestine ,56,14
Walah yatik saha kho waritalna homat larab ki yroh wahad tema bayrech ,70,23
"Lexpulsion des mercenaires du Polisario de lUnion africaine et des territoires algériens et marocains",102,26
c quel plage a Ain Taya ,24,9
odkhol asm akher ghnya Liya Faux  w khalina abonné ida jbatk ,61,24
Ana andi ras mel mel lil w haba nakhdem men dari siyiit dert commerce offline wechnou manjahlich en plus lazem wat bezaf w la eme maraftch mnin nebda et win nela les produits li neshahom psq jai déjà une petite idée khasni juste un coup de pouce et la motivation au pré des commerçants online jespère bien nkoun maakoum psq jai hâte,332,94
Merci pour ce magnifique podcast qui nous donne un point de vue positif sur lAlgérie Jaimerais faire appel à des créateurs de contenu algériens Estce que vous pouvez me donner des sites annuaires où peutêtre nous recommander des personnes Merci beaucoup ,254,55
Ya khoya jamel madirnich sahbak tadini nhawasmak ,49,18
Pour un séjour à Chamonix quand tu veux fréro ,46,14
chahi nez wach bik ma tzawajtiche zafana hh ,44,16
Wellah kifkif rani hayra Allah yahdihoum ,41,16
Merci de nous avoir partagé ces magnfique paysages ,51,14
"CaseyNeistat im the best vlogger on youtube ",45,14
As usual you guys rock it  Cant wait for part  ,47,13
merahba bina fi bladna  w sahra tani dyalna kima dyalkoum  ,59,22
Enfin des devrais artistes en Algérie grâce au travail de haute qualité du réalisateur un grand bravo Monsieur Kacem et bravo à tous vous êtes top ,147,32
Smahlu mais kada mchhah fa nati ,32,12
Hahahaha  Morte de rire surtout à la fin au moment où vous vous êtes partagé la bavette  Excellent déguisement vous devriez le garder maakaltkoumch gaa  ,153,43
Moi c mon père qui ma fait écouter ça ,38,13
I benefit a lot from your Vlog ,31,9
Lun des meilleurs vlogeurs je lapprécie bcp ce constantinois  et ses vidéos ils sont supers bravo Khoubai ,106,27
A video with a lot of happiness thank you Murad ,48,12
Suggest you to visit Ain temouchent ,36,10
Mr Bull oui fhamtek m nhdroha psk hna dja darja tana nesha français awed ara wesh ktebli rib ge les mots en français en c la eme langue li ntelmouha f lecole alr c nrml nstmlouha bcp plus la whdokhrin par exemple loukan tro legypte tlahom sghar wkbar binathom yhdro hdrethom w anglais aussi ,291,96
Le plus beau vidéo que jai vue dans tt tes vidéo mercie davoir mis des heureux toi et tt ceux qui as qui as donner largent tu te disez pr quoi j ss coincé bain c pr maître des heureux ,184,47
Walahe antat bahe takhtabet emos awmdayaret gatouchat waynader wayanehe monoradenatoret wnaser bikata elarhammes litsababet fihas  ,131,46
Khadidja moubarek pour moi lmohim toad tafla adra w c bon wsh habat dir ,72,27
Salam Cart green hebsha Donald trump p ,39,10
Now I am preparing my first project and I have benefited from your experience a lot Thank you for the information you provide,125,24
 avec abd dz Quel est le nom de votre chaîne pour vous soutenir  ,65,17
Pff nimporte quoi  Il est vraiment nul ,39,12
Je suis intéressée par la formation de marketing digital ,57,12
Le truc en France ces que boucoup d Algériens on était Sommer de ne pas aimer l Algérie ,88,24
ando la arachi tamrag lmoufid sabi ana tabat ga les séries ta awal nas malakhar marka ou tournage asoha dir zom l amrak ,120,35
Anaya barani ghrib la men sal Aaliya ,37,13
La leçon cest ne pas frapper sa femme Espérons quil a appris ,61,16
   La France dont tu parle est celle des années  aujourdhui on est au bord de la guerre civile voire même la guerre tout court ,127,32
Thank u awdii les cmntr tawak top ,34,14
Série vue de ciel  lHarrachi plus quun comédien ,48,18
Wlh c le meilleur youtubeur  ,29,9
Khoubai cest la première fois que je viens de voir votre chaîne mais cest une découverte jai ans vraiment tu mas fait voyager  je souhaite que Allah te protège et bonne continuation bravo ya oulidi rabi yahafdek ,212,48
Bsr de toute façon je te félicite mon amis vs êtes vraiment courageu et bon continuation ,89,22
Jattends chaque soir zoom c le meilleur programme f had ramadan dommage que ils lont arrêté wech dir ils naiment pas les critiques akchafhoum ga ,145,37
khouya mashaalah bravo documentaire rak dir fi haja kbira lel djazayer en plus khasha soutitrage en anglais khali le monfe ychof blad chehal wasa une petite remark brk madabik twari la culture ta nass f had lblayas  w bon courage hbib rani chat les episode taak andi  ans machatach dzayaer wlah twahachetha ,307,90
Lmara Ou na ntfrj Fih Ou mkrhTch ,33,16
SALAM AKHOUNA BARAKA ALLAHOU FIKA AATIOUNA KONTACT ELLAH YJAZZI ,64,26
Moi il m a plus le nouveau achour  il est humouriste ,53,17
Walahii inssene khalou Macha alahh issa haila tanii ,52,20
Keep making this typa vlogs plss ITS MAKING MY DAY ,51,15
My best wishes to you and I wish to be a part of your team someday too ,71,19
The former for mammals the latter for birds  ,45,10
Win mliha vitnan wela andensia owner normal wela siba ,54,18
   je sens que ce corona va être une pure soirée ,49,16
Rak fchbab khouya les video tak ga ygboni ,42,16
Jawed khouya hada soudeur wela ybi el makla ali dkhalt andou galah Martabak Hada baghrir sabghah bel vert ,106,39
Unfortunately we will have the group meeting   for the next week and a week for a new ,86,20
Niveau mashalah toop bonne continuation on attend la suite avec impatience ,75,16
 Du vrai rap faut que y ait tout le flow les rimes de vrais textes les assonances les multisyllabique etc va écouter Nakk  Chanson triste ,138,41
 le moins que lon puisse dire cest que tu es un visionnaire Que le très haut taccorde la réussite que tu pressens dans notre beau pays et quil nous ouvre les portes du retour vers notre terre natale également insha Allah ,221,48
Rabi yewafak encha Allah khoya laeziz El wize ,46,19
wowspecial thanks to Alex its a good trip recommended this channel and thank you guys for supporting Alex ,106,21
W rah fik lhalf tes venu à Bordeaux bghina nchofok w tas pas répondu sur insta hh ,82,26
OO daAKtNII KTAR MEN BILAHODOOD chadak Tchem ,45,19
Tu sais que Fatal Bazooka est un personnage quil nexiste pas  ,62,15
Tout à fait daccord avec toi maître ,36,10
Bonjour je te remercie pour tout ce que tu fais cest magnifique bon courage ,76,16
Million dvues en  heures zen,28,9
Ki kmlna lmen tyet iolk w ana wach ndirlk ,42,18
h jsui oocH vip Pas de b grasse mat Cparty  ,44,17
Hmm i like whene you guys talk about physics ,45,12
On sen fou de lannée cette musique c toujours de la bombe ,58,15
Je souhaite voir les lieux pas ton visage kouya et merci pour la vidéo ,71,17
Merci mon frère pour cette vidéo elle est magnifique il faut aussi notre caractère change certo en vers la propreté ,116,24
direlna video la steup up tk w bon courage ,43,14
Ce moment de nostalgie quand jentends Je choppe liPhone  Le Blackberry ,71,19
Comment continuite mes études en America ,41,9
tjr au top mon frère Djawed  ,29,10
oohh ameeriica a dream contry nice brow tjrs top w akedli la reportage hh kestha frere peace ,93,30
trop beau notre pays merci a toi djamel aya wiiww ,50,16
Ya si zoom les années précédentes cétait bien mais la la monotonie commence à se sentir essayez de changer votre concept orientez vous sur la pure critique des programmes en commentant à votre façon les morceaux de vidéos critique dun fan bonne continuation salam ,264,51
Big Ali Everybody in the club,29,7
Frankly its so cheap to leave there even cheaper than in Algeria Spend ramadhan there and enjoy it Mash Allah ,110,24
Odkhol asm akher ghnya Liya faux  ida jbatkm damona b abonné ,61,23
Pour faire le party party lets go,33,8
bn continuation w lah yawnk khouya ,35,11
Djamelfranchement je te tire mon chapeau et je te dis baraka ALLAH fikatu te demandes pourquoi  et bien pour avoir accordé du temps pour sarrêter à Taghit devant la stèle de la Ere balle de la guerre dindépendance et ce malgré la contrainte du couvre feu de  heures et la fragilité du atrousse bravo lAmi ,305,82
Bon pays si tu as de largent  Bon pays si tu as accès aux écoles privées je parle pas de niveau détudes mais plutôt de tarbya car niveau détude élevé existe partout dans le monde Un bon pays si tu as grandis dans une grande ville où tu as plus de chance pour ten sortiretc tout le monde en Algérie na pas les moyens pour vivre la vie dont il décrit dans la vidéo ,363,87
Wow May I share on my page Its epic documentary ,48,12
Merci pour ce moment très convivial que nous avons partagé tous ensemble un moment drôle et instructif merci pour vos efforts léquipe  on vous attends dans dautres productions pourquoi pas en dehors de ramadan  Bon courage à tous ,230,48
 que ce tu raconte toi va la bas ,33,10
most positiv human ever good luck djawad  ,42,11
Byna chaba siri hadi kont habe nchofha fe ramdane mé mgdrtche nstna rabi yfage jamle ,85,34
Sana chwiba continue girl we love youya mry so proud of you ,60,19
Ya asrah yamat rebi yachfik Salah ougrout o rebi yaram nouri ,61,23
Rabi ywafak khoya jamal Mohtawa lah ibarak ,43,17
Rebi yahafdek khou ma cha allah ,32,12
Cest exactement ça bravo pour le conseil ,41,10
bekiitnii  raabii ywafaak w ysaddad khotaak ,44,21
Good luck to you djawed  ,25,8
Avant de penser à récupérer ses enfants atil pensé à se faire soigner parce quun homme qui a toutes ses capacités mentales ne frappe pas sa femme ,146,33
ERE mth alg vs singal et le meme le derniere ,45,15
W li kima ana aw ytfraj fih f ,30,14
Now Im a big fan of yours ,26,9
Nmlcu ngo nmxj donc pas k ,26,11
Bravo mn frr Hadi manand apipi contra la adyanak ,49,17
Inshallah Im doing my best to make it like u said  ,51,15
Twahachna Ma fihech rged sinon hedi meilleur série  ,52,17
Goulna bark combien de temp khalitou al jaj la el jmar b had la façon  ,71,21
un travaille magnifique et une ambiance séduisants  un Grand thumbs up  ,72,17
les vidéos tak vraiment mlah bezaf wntmna mnekk tji lndna lsetif ,65,25
Personne ne les oblige à faire des enfants et à rester en France,64,15
Fatma Nour El Houda moi aussi ma chérie kol youm et chaque minute ou makrahtch nchof pourtant bezaf fort ,105,32
jaime beaucoup la nature il faut la protéger ,45,11
allah yhfdk khoya Djamel la le choix de tes invités et pr ce podcast  ,70,21
Its a wanderful vlog thank you Mourad you are the best  ,56,15
blida la ville batit part les andalous ,39,12
Si seulement on a du tourisme wallah le pays va ce faire un argent fou surtout le sahara Avec des hélicoptères pour le tourisme ,128,31
Il fallait respecter la règle et non pas la bafouer tu aurais pu faire ton vlog à partir de ta terrasse et ne pas texposer au danger bon courage ,145,35
Jaimais bien votre contenus au début mais vous avez commencé à banaliser les violences faites aux femmes et la haine envers la communauté LGBTQ Quelle dommage ,159,34
Mlkhr jamais tkhelwit lmor leftour kima makom chwiya taafa chwiya dahk rebi yehfedkom nchlh ,92,35
Cest tellement nulle je narrive pas à croire   ,47,12
allah yaTEKE assaha jai un van T chfritou bazzaaf bla maBITE ,61,22
Réda der kima chefika ki kenet la didenha w tekteb scénarion w tedi lboutoula mm ma arjech liha ,96,36
Cest  Octobre je suis ici mais je ne crois pas que beaucoup de gens trouvez cette chanson aujourdhui ,101,25
Adam Dead aaww rak srx khouya malyar  Wach fiha hadi ta malyar ,63,24
pleasure to see  young people from Algeria succeeded in their life ,67,18
can u give me hit  i need more to grow ,39,13
